ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,Ag,Ag Method,Al,Al Method,As,As Method,Au,Au Method,B,B Method,Ba,Ba Method,Be,Be Method,Bi,Bi Method,Ca,Ca Method,Cd,Cd Method,Ce,Ce Method,Cl,Cl Method,Co,Co Method,Cr,Cr Method,Cs,Cs Method,Cu,Cu Method,Dy,Dy Method,Er,Er Method,Eu,Eu Method,Fe,Fe Method,Ga,Ga Method,Gd,Gd Method,Ge,Ge Method,Hf,Hf Method,Hg,Hg Method,Ho,Ho Method,In,In Method,Ir,Ir Method,K,K Method,La,La Method,Li,Li Method,Lu,Lu Method,Mg,Mg Method,Mn,Mn Method,Mo,Mo Method,Na,Na Method,Nb,Nb Method,Nd,Nd Method,Ni,Ni Method,P,P Method,Pb,Pb Method,Pd,Pd Method,Pr,Pr Method,Pt,Pt Method,Rb,Rb Method,Re,Re Method,Rh,Rh Method,Ru,Ru Method,S,S Method,Sb,Sb Method,Sc,Sc Method,Se,Se Method,Si,Si Method,Sm,Sm Method,Sn,Sn Method,Sr,Sr Method,Ta,Ta Method,Tb,Tb Method,Te,Te Method,Th,Th Method,Ti,Ti Method,Tl,Tl Method,Tm,Tm Method,U,U Method,V,V Method,W,W Method,Y,Y Method,Yb,Yb Method,Zn,Zn Method,Zr,Zr Method
OREAS0133a,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,97,Aqua Regia Digestion,37630,4-Acid Digestion,139,4-Acid Digestion,,,,,785,Borate / Peroxide Fusion ICP,,,,,39308,4-Acid Digestion,296,4-Acid Digestion,,,,,24,4-Acid Digestion,,,,,323,4-Acid Digestion,,,,,,,81000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,22915,4-Acid Digestion,,,,,,,,,,,,,,,49000,4-Acid Digestion,,,,,,,,,,,,,,,111300,4-Acid Digestion,171,4-Acid Digestion,,,,,160611,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108700,4-Acid Digestion,,
OREAS0133b,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,100,Aqua Regia Digestion,36571,4-Acid Digestion,144,4-Acid Digestion,,,,,799,Borate / Peroxide Fusion ICP,,,,,38593,4-Acid Digestion,311,4-Acid Digestion,,,,,22,4-Acid Digestion,,,,,320,4-Acid Digestion,,,,,,,81600,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,22493,4-Acid Digestion,,,,,,,,,,,,,,,50600,4-Acid Digestion,,,,,,,,,,,,,,,115400,4-Acid Digestion,181,4-Acid Digestion,,,,,159489,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113500,4-Acid Digestion,,
OREAS0134a,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,194,Aqua Regia Digestion,13390,4-Acid Digestion,228,4-Acid Digestion,,,,,1500,Borate / Peroxide Fusion ICP,,,,,43167,4-Acid Digestion,536,4-Acid Digestion,,,,,105,4-Acid Digestion,,,,,1291,4-Acid Digestion,,,,,,,120400,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,21046,4-Acid Digestion,,,,,,,,,,,,,,,127900,4-Acid Digestion,,,,,,,,,,,,,,,192700,4-Acid Digestion,115,4-Acid Digestion,,,,,69227,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172700,4-Acid Digestion,,
OREAS0134b,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,204,Aqua Regia Digestion,11696,4-Acid Digestion,228,4-Acid Digestion,,,,,1490,Borate / Peroxide Fusion ICP,,,,,42739,4-Acid Digestion,561,4-Acid Digestion,,,,,107,4-Acid Digestion,,,,,1348,4-Acid Digestion,,,,,,,123700,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,20081,4-Acid Digestion,,,,,,,,,,,,,,,133600,4-Acid Digestion,,,,,,,,,,,,,,,196800,4-Acid Digestion,124,4-Acid Digestion,,,,,60673,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180300,4-Acid Digestion,,
OREAS0135,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,55,Aqua Regia Digestion,49400,4-Acid Digestion,888,4-Acid Digestion,,,,,4435,Peroxide Fusion ICP,2.7,4-Acid Digestion,4.44,4-Acid Digestion,19000,4-Acid Digestion,61,4-Acid Digestion,70,4-Acid Digestion,,,30,4-Acid Digestion,42,4-Acid Digestion,5.57,4-Acid Digestion,278,4-Acid Digestion,4.38,4-Acid Digestion,2.33,4-Acid Digestion,1.94,4-Acid Digestion,91300,4-Acid Digestion,13.1,4-Acid Digestion,5.59,4-Acid Digestion,,,2.98,4-Acid Digestion,1.21,Aqua Regia Digestion,0.84,4-Acid Digestion,0.9,4-Acid Digestion,,,43600,4-Acid Digestion,34,4-Acid Digestion,46,4-Acid Digestion,0.31,4-Acid Digestion,9880,4-Acid Digestion,4490,4-Acid Digestion,8.17,4-Acid Digestion,,,0.46,Aqua Regia Digestion,32,4-Acid Digestion,34,Aqua Regia Digestion,880,4-Acid Digestion,17000,4-Acid Digestion,,,8.71,4-Acid Digestion,,,216,Peroxide Fusion ICP,,,,,,,70000,4-Acid Digestion,37,4-Acid Digestion,7.65,4-Acid Digestion,,,237400,Peroxide Fusion ICP,,,2.45,4-Acid Digestion,163,4-Acid Digestion,,,0.77,4-Acid Digestion,0.19,Aqua Regia Digestion,9.34,4-Acid Digestion,1630,4-Acid Digestion,34,4-Acid Digestion,0.3,4-Acid Digestion,9.86,4-Acid Digestion,81,Peroxide Fusion ICP,4.03,4-Acid Digestion,24,4-Acid Digestion,2.09,4-Acid Digestion,28000,4-Acid Digestion,102,4-Acid Digestion
OREAS0135b,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,54,Aqua Regia Digestion,58100,4-Acid Digestion,707,4-Acid Digestion,,,106,Borate / Peroxide Fusion ICP,3520,Borate Fusion XRF,2.45,4-Acid Digestion,2.66,4-Acid Digestion,4810,4-Acid Digestion,69,4-Acid Digestion,86,4-Acid Digestion,,,6.26,4-Acid Digestion,76,4-Acid Digestion,3.76,4-Acid Digestion,114,4-Acid Digestion,4.35,4-Acid Digestion,2.04,4-Acid Digestion,2.06,4-Acid Digestion,53600,4-Acid Digestion,18.3,4-Acid Digestion,5.87,4-Acid Digestion,3.26,Borate / Peroxide Fusion ICP,2.12,4-Acid Digestion,0.91,Aqua Regia Digestion,0.77,4-Acid Digestion,0.69,4-Acid Digestion,,,25200,4-Acid Digestion,41,4-Acid Digestion,21,4-Acid Digestion,0.29,4-Acid Digestion,3570,4-Acid Digestion,3260,4-Acid Digestion,4.14,4-Acid Digestion,950,4-Acid Digestion,10.3,Borate / Peroxide Fusion ICP,36,4-Acid Digestion,21,Borate / Peroxide Fusion ICP,440,4-Acid Digestion,17100,4-Acid Digestion,,,9.63,4-Acid Digestion,,,140,Borate / Peroxide Fusion ICP,,,,,,,30300,4-Acid Digestion,38,4-Acid Digestion,10.3,4-Acid Digestion,2.79,4-Acid Digestion,299205,Borate Fusion XRF,7.25,Borate / Peroxide Fusion ICP,4.02,4-Acid Digestion,114,4-Acid Digestion,0.92,Borate / Peroxide Fusion ICP,0.8,4-Acid Digestion,0.15,Aqua Regia Digestion,12.3,4-Acid Digestion,1890,4-Acid Digestion,5.65,4-Acid Digestion,0.29,4-Acid Digestion,5.06,4-Acid Digestion,147,Borate / Peroxide Fusion ICP,3.17,4-Acid Digestion,21,4-Acid Digestion,1.9,4-Acid Digestion,27300,4-Acid Digestion,67,4-Acid Digestion
OREAS0136,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,149,Aqua Regia Digestion,40900,4-Acid Digestion,2145,4-Acid Digestion,,,,,4109,Peroxide Fusion ICP,2.37,4-Acid Digestion,6.37,4-Acid Digestion,22500,4-Acid Digestion,102,4-Acid Digestion,92,4-Acid Digestion,,,29,4-Acid Digestion,36,4-Acid Digestion,4.56,4-Acid Digestion,306,4-Acid Digestion,5.88,4-Acid Digestion,2.75,4-Acid Digestion,3.97,4-Acid Digestion,115000,4-Acid Digestion,12.2,4-Acid Digestion,7.97,4-Acid Digestion,,,2.5,4-Acid Digestion,1.7,Aqua Regia Digestion,1.02,4-Acid Digestion,2.12,4-Acid Digestion,,,36100,4-Acid Digestion,47,4-Acid Digestion,38,4-Acid Digestion,0.32,4-Acid Digestion,8850,4-Acid Digestion,9680,4-Acid Digestion,8.2,Peroxide Fusion ICP,1460,4-Acid Digestion,,,43,4-Acid Digestion,28,Aqua Regia Digestion,900,4-Acid Digestion,47600,4-Acid Digestion,,,11.4,4-Acid Digestion,,,175,Peroxide Fusion ICP,,,,,,,74700,4-Acid Digestion,96,4-Acid Digestion,6.75,4-Acid Digestion,,,213600,Peroxide Fusion ICP,8.17,Peroxide Fusion ICP,4.38,4-Acid Digestion,151,4-Acid Digestion,,,1.03,4-Acid Digestion,0.18,Aqua Regia Digestion,7.9,4-Acid Digestion,1280,4-Acid Digestion,29,4-Acid Digestion,0.34,4-Acid Digestion,8.65,4-Acid Digestion,66,Peroxide Fusion ICP,6.7,4-Acid Digestion,32,4-Acid Digestion,2.23,4-Acid Digestion,36300,4-Acid Digestion,86,4-Acid Digestion
OREAS0137,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,26,Aqua Regia Digestion,48200,4-Acid Digestion,240,4-Acid Digestion,,,,,7775,Peroxide Fusion ICP,2.87,4-Acid Digestion,4.04,4-Acid Digestion,14700,4-Acid Digestion,100,4-Acid Digestion,48,4-Acid Digestion,,,27,4-Acid Digestion,39,4-Acid Digestion,5.12,4-Acid Digestion,246,4-Acid Digestion,3.43,4-Acid Digestion,1.94,4-Acid Digestion,0.87,4-Acid Digestion,96900,4-Acid Digestion,12.5,4-Acid Digestion,4.41,4-Acid Digestion,,,3.09,4-Acid Digestion,1.56,Aqua Regia Digestion,0.67,4-Acid Digestion,0.37,4-Acid Digestion,,,44000,4-Acid Digestion,32,Peroxide Fusion ICP,47,4-Acid Digestion,0.28,4-Acid Digestion,8190,4-Acid Digestion,3250,4-Acid Digestion,9.83,4-Acid Digestion,1500,4-Acid Digestion,6.8,4-Acid Digestion,,,37,Aqua Regia Digestion,890,4-Acid Digestion,6730,4-Acid Digestion,,,6.43,4-Acid Digestion,,,211,Peroxide Fusion ICP,,,,,,,93700,4-Acid Digestion,20,4-Acid Digestion,7.24,4-Acid Digestion,,,225100,Peroxide Fusion ICP,3.86,Aqua Regia Digestion,1.63,4-Acid Digestion,262,4-Acid Digestion,,,0.64,Peroxide Fusion ICP,0.3,Aqua Regia Digestion,8.92,4-Acid Digestion,1580,4-Acid Digestion,39,4-Acid Digestion,0.28,4-Acid Digestion,11.9,4-Acid Digestion,81,Peroxide Fusion ICP,2.63,4-Acid Digestion,18.2,4-Acid Digestion,1.91,4-Acid Digestion,49200,4-Acid Digestion,106,4-Acid Digestion
OREAS0138,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,45,Aqua Regia Digestion,43200,4-Acid Digestion,275,4-Acid Digestion,,,,,,,2.99,4-Acid Digestion,4.92,Aqua Regia Digestion,12700,4-Acid Digestion,168,4-Acid Digestion,56,Peroxide Fusion ICP,,,27,4-Acid Digestion,36,4-Acid Digestion,4.21,4-Acid Digestion,266,4-Acid Digestion,3.19,4-Acid Digestion,1.78,4-Acid Digestion,,,110200,4-Acid Digestion,11.4,4-Acid Digestion,3.94,4-Acid Digestion,,,2.8,4-Acid Digestion,2.49,Aqua Regia Digestion,0.61,4-Acid Digestion,0.5,4-Acid Digestion,,,39600,4-Acid Digestion,28,Peroxide Fusion ICP,44,4-Acid Digestion,0.26,4-Acid Digestion,6440,4-Acid Digestion,4590,4-Acid Digestion,10.7,4-Acid Digestion,1310,4-Acid Digestion,6.5,4-Acid Digestion,22,4-Acid Digestion,37,Aqua Regia Digestion,900,4-Acid Digestion,12300,4-Acid Digestion,,,5.75,4-Acid Digestion,,,185,Peroxide Fusion ICP,,,,,,,123500,4-Acid Digestion,35,4-Acid Digestion,6.39,4-Acid Digestion,2.21,4-Acid Digestion,198500,Peroxide Fusion ICP,4.55,Peroxide Fusion ICP,1.82,4-Acid Digestion,328,4-Acid Digestion,,,0.58,Peroxide Fusion ICP,0.39,Aqua Regia Digestion,8.94,Peroxide Fusion ICP,1430,4-Acid Digestion,40,4-Acid Digestion,0.25,4-Acid Digestion,12.8,4-Acid Digestion,81,Peroxide Fusion ICP,2.51,4-Acid Digestion,17.2,4-Acid Digestion,1.71,4-Acid Digestion,81900,4-Acid Digestion,98,4-Acid Digestion
OREAS0139,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,78,Aqua Regia Digestion,36200,4-Acid Digestion,315,4-Acid Digestion,,,,,,,2.87,4-Acid Digestion,6.83,4-Acid Digestion,11500,4-Acid Digestion,278,4-Acid Digestion,34,4-Acid Digestion,,,26,4-Acid Digestion,29,4-Acid Digestion,3.22,4-Acid Digestion,271,4-Acid Digestion,2.81,4-Acid Digestion,1.51,4-Acid Digestion,0.71,4-Acid Digestion,117900,4-Acid Digestion,10.2,4-Acid Digestion,3.63,4-Acid Digestion,,,2.29,4-Acid Digestion,4.18,Aqua Regia Digestion,0.53,4-Acid Digestion,0.73,4-Acid Digestion,,,31900,4-Acid Digestion,13.7,4-Acid Digestion,39,4-Acid Digestion,0.22,4-Acid Digestion,4910,4-Acid Digestion,6630,4-Acid Digestion,9.82,4-Acid Digestion,1080,4-Acid Digestion,5.76,4-Acid Digestion,17.8,4-Acid Digestion,35,Aqua Regia Digestion,890,4-Acid Digestion,22100,4-Acid Digestion,,,4.72,4-Acid Digestion,,,145,Peroxide Fusion ICP,,,,,,,160200,4-Acid Digestion,58,4-Acid Digestion,5.04,4-Acid Digestion,2.78,4-Acid Digestion,163400,Peroxide Fusion ICP,,,2.27,4-Acid Digestion,331,4-Acid Digestion,,,0.47,4-Acid Digestion,0.57,Aqua Regia Digestion,7.54,Peroxide Fusion ICP,1170,4-Acid Digestion,38,4-Acid Digestion,0.21,4-Acid Digestion,12.2,4-Acid Digestion,36,Aqua Regia Digestion,2.21,4-Acid Digestion,15.4,4-Acid Digestion,1.46,4-Acid Digestion,136300,4-Acid Digestion,80,4-Acid Digestion
OREAS0013b,Ni-Cu-PGE,primary,gabbronorite,disseminated magmatic,no,Archived,oreas-catalogue-2023-11-03.csv,0.86,4-Acid Digestion,84100,Borate / Peroxide Fusion ICP,57,4-Acid Digestion,0.211,Pb Fire Assay,,,694,Borate / Peroxide Fusion ICP,,,,,55700,Borate / Peroxide Fusion ICP,,,,,,,75,4-Acid Digestion,8650,4-Acid Digestion,,,2327,4-Acid Digestion,,,,,,,84100,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,0.018,NiS Fire Assay,23000,Borate / Peroxide Fusion ICP,,,,,,,30100,Borate / Peroxide Fusion ICP,1300,Borate / Peroxide Fusion ICP,9,4-Acid Digestion,16700,Borate / Peroxide Fusion ICP,,,,,,,1890,Borate / Peroxide Fusion ICP,,,0.131,Pb Fire Assay,,,0.197,Pb Fire Assay,,,,,0.043,NiS Fire Assay,0.078,NiS Fire Assay,12000,4-Acid Digestion,,,,,,,229000,Borate / Peroxide Fusion ICP,,,,,537,Borate / Peroxide Fusion ICP,,,,,,,,,7110,Borate / Peroxide Fusion ICP,,,,,,,330,Borate / Peroxide Fusion ICP,,,,,,,133,4-Acid Digestion,108,Borate / Peroxide Fusion ICP
OREAS0013P,Ni-Cu-PGE,primary,gabbronorite,disseminated magmatic,no,Archived,oreas-catalogue-2023-11-03.csv,,,101600,4-Acid Digestion,1.2,4-Acid Digestion,0.047,Pb Fire Assay,,,247,4-Acid Digestion,,,,,68700,4-Acid Digestion,,,,,,,88,4-Acid Digestion,123,4-Acid Digestion,,,2504,4-Acid Digestion,,,,,,,75800,4-Acid Digestion,,,,,,,,,,,,,,,0.002,NiS Fire Assay,4600,4-Acid Digestion,,,,,,,32800,4-Acid Digestion,1124,4-Acid Digestion,,,18900,4-Acid Digestion,,,,,,,746,4-Acid Digestion,13,4-Acid Digestion,0.07,Pb/NiS Fire Assay,,,0.047,Pb/NiS Fire Assay,,,,,0.003,NiS Fire Assay,0.006,NiS Fire Assay,14700,4-Acid Digestion,,,18.7,4-Acid Digestion,,,,,,,,,338,4-Acid Digestion,,,,,,,,,3380,4-Acid Digestion,,,,,,,,,,,,,,,91,4-Acid Digestion,29,4-Acid Digestion
OREAS0140,Sn ore,oxide,smectite clay,skarn,no,Current,oreas-catalogue-2023-11-03.csv,1.03,4-Acid Digestion,,,149,4-Acid Digestion,,,,,,,,,318,4-Acid Digestion,,,,,,,,,,,,,,,1529,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,10.7,4-Acid Digestion,,,,,,,,,,,,,,,1.68,4-Acid Digestion,,,,,,,,,,,27,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,1706,4-Acid Digestion,,
OREAS0141,Sn ore,oxide,smectite clay,skarn,no,Current,oreas-catalogue-2023-11-03.csv,1.58,4-Acid Digestion,,,789,4-Acid Digestion,,,,,,,,,324,4-Acid Digestion,,,,,,,,,,,,,,,2453,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,34,4-Acid Digestion,,,,,,,,,,,,,,,2.28,4-Acid Digestion,,,,,,,,,,,59,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,6061,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,3637,4-Acid Digestion,,
OREAS0142,Sn ore,oxide,smectite clay,skarn,no,Current,oreas-catalogue-2023-11-03.csv,1.22,4-Acid Digestion,,,584,4-Acid Digestion,,,,,,,,,242,4-Acid Digestion,,,,,,,,,,,,,,,1466,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,45,4-Acid Digestion,,,,,,,,,,,,,,,2.99,4-Acid Digestion,,,,,,,,,,,54,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,10400,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,4-Acid Digestion,,
OREAS0146,REE,primary,ferro-calcsilicate,carbonatite/hydrothermal,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,,,,,,,,,,,,,,,4691,Borate / Peroxide Fusion ICP,,,,,,,,,,,224,Borate / Peroxide Fusion ICP,87,Borate / Peroxide Fusion ICP,127,Borate / Peroxide Fusion ICP,,,,,359,Borate / Peroxide Fusion ICP,,,,,,,37,Borate / Peroxide Fusion ICP,,,,,,,2513,Borate / Peroxide Fusion ICP,,,6.3,Borate / Peroxide Fusion ICP,,,,,,,,,,,2182,Borate / Peroxide Fusion ICP,,,,,,,,,548,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,441,Borate / Peroxide Fusion ICP,,,,,,,47,Borate / Peroxide Fusion ICP,,,903,Borate / Peroxide Fusion ICP,,,,,9.9,Borate / Peroxide Fusion ICP,2.69,Borate / Peroxide Fusion ICP,,,,,905,Borate / Peroxide Fusion ICP,3.9,Borate / Peroxide Fusion ICP,,,,
OREAS0147,Li ore,primary,pegmatite,pegmatitic,yes,Archived,oreas-catalogue-2023-11-03.csv,,,49000,4-Acid Digestion,36,4-Acid Digestion,,,,,1936,4-Acid Digestion,31,4-Acid Digestion,12.5,4-Acid Digestion,10900,4-Acid Digestion,,,1106,4-Acid Digestion,,,6.9,4-Acid Digestion,57,4-Acid Digestion,238,4-Acid Digestion,298,4-Acid Digestion,9.2,4-Acid Digestion,3,4-Acid Digestion,10.4,4-Acid Digestion,32300,4-Acid Digestion,23,4-Acid Digestion,24,4-Acid Digestion,0.75,4-Acid Digestion,2.99,4-Acid Digestion,,,1.33,Peroxide Fusion ICP,2.61,4-Acid Digestion,,,16000,4-Acid Digestion,663,4-Acid Digestion,2262,4-Acid Digestion,0.2,4-Acid Digestion,5350,4-Acid Digestion,390,4-Acid Digestion,7.99,4-Acid Digestion,9480,4-Acid Digestion,1110,4-Acid Digestion,379,Peroxide Fusion ICP,,,1550,4-Acid Digestion,28,4-Acid Digestion,,,121,4-Acid Digestion,,,1184,Peroxide Fusion ICP,,,,,,,300,4-Acid Digestion,10.6,4-Acid Digestion,10.7,4-Acid Digestion,,,356840,Borate Fusion XRF,48,Peroxide Fusion ICP,764,Borate Fusion XRF,299,4-Acid Digestion,17.8,4-Acid Digestion,2.35,4-Acid Digestion,,,93,4-Acid Digestion,4700,4-Acid Digestion,10.8,4-Acid Digestion,0.27,4-Acid Digestion,15.8,4-Acid Digestion,64,Peroxide Fusion ICP,,,26,4-Acid Digestion,1.46,4-Acid Digestion,138,4-Acid Digestion,105,4-Acid Digestion
OREAS0148,Li ore,primary,pegmatite,pegmatitic,yes,Archived,oreas-catalogue-2023-11-03.csv,,,52700,4-Acid Digestion,58,4-Acid Digestion,,,,,1000,4-Acid Digestion,36,4-Acid Digestion,18.9,4-Acid Digestion,8720,4-Acid Digestion,,,725,4-Acid Digestion,,,6.31,4-Acid Digestion,60,4-Acid Digestion,314,4-Acid Digestion,338,4-Acid Digestion,6.66,4-Acid Digestion,2.2,4-Acid Digestion,7.54,4-Acid Digestion,30200,4-Acid Digestion,29,4-Acid Digestion,17.1,4-Acid Digestion,0.55,4-Acid Digestion,2.16,4-Acid Digestion,,,0.84,4-Acid Digestion,3.98,4-Acid Digestion,,,14700,4-Acid Digestion,446,4-Acid Digestion,4646,4-Acid Digestion,0.17,4-Acid Digestion,4540,4-Acid Digestion,370,4-Acid Digestion,8.86,4-Acid Digestion,8600,4-Acid Digestion,1690,4-Acid Digestion,267,4-Acid Digestion,,,1310,4-Acid Digestion,25,4-Acid Digestion,,,82,4-Acid Digestion,,,1362,Peroxide Fusion ICP,,,,,,,228,Borate Fusion XRF,16.2,4-Acid Digestion,8.23,4-Acid Digestion,,,358008,Borate Fusion XRF,34,Peroxide Fusion ICP,1181,Borate Fusion XRF,204,4-Acid Digestion,23,4-Acid Digestion,1.71,4-Acid Digestion,,,48,4-Acid Digestion,3450,4-Acid Digestion,12.2,4-Acid Digestion,0.2,4-Acid Digestion,8.1,4-Acid Digestion,56,Peroxide Fusion ICP,6.45,4-Acid Digestion,18.5,4-Acid Digestion,1.15,4-Acid Digestion,162,4-Acid Digestion,79,4-Acid Digestion
OREAS0149,Li ore,primary,pegmatite,pegmatitic,yes,Archived,oreas-catalogue-2023-11-03.csv,1.04,4-Acid Digestion,74700,4-Acid Digestion,149,4-Acid Digestion,,,,,2816,4-Acid Digestion,26,4-Acid Digestion,46,4-Acid Digestion,10400,4-Acid Digestion,,,400,4-Acid Digestion,,,8.02,4-Acid Digestion,85,4-Acid Digestion,341,4-Acid Digestion,338,4-Acid Digestion,4.95,4-Acid Digestion,1.83,4-Acid Digestion,4.51,4-Acid Digestion,41700,4-Acid Digestion,48,4-Acid Digestion,9.67,Peroxide Fusion ICP,,,2.9,4-Acid Digestion,,,0.67,4-Acid Digestion,11.3,4-Acid Digestion,,,13800,4-Acid Digestion,235,4-Acid Digestion,9942,4-Acid Digestion,0.19,4-Acid Digestion,5330,4-Acid Digestion,450,4-Acid Digestion,10.8,4-Acid Digestion,9320,4-Acid Digestion,6310,4-Acid Digestion,153,4-Acid Digestion,,,960,4-Acid Digestion,36,4-Acid Digestion,,,49,4-Acid Digestion,,,824,Peroxide Fusion ICP,,,,,,,336,Borate Fusion XRF,28,4-Acid Digestion,7.51,4-Acid Digestion,,,312247,Borate Fusion XRF,19.5,Peroxide Fusion ICP,3370,Borate Fusion XRF,221,4-Acid Digestion,26,4-Acid Digestion,1.12,4-Acid Digestion,,,108,4-Acid Digestion,3560,4-Acid Digestion,6.98,4-Acid Digestion,0.2,4-Acid Digestion,22,4-Acid Digestion,86,Borate Fusion XRF,,,16.3,4-Acid Digestion,1.26,4-Acid Digestion,350,4-Acid Digestion,77,4-Acid Digestion
OREAS0014P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,no,Archived,oreas-catalogue-2023-11-03.csv,,,22600,4-Acid Digestion,,,0.051,Pb Fire Assay,,,343,4-Acid Digestion,,,,,9900,4-Acid Digestion,,,,,,,754,4-Acid Digestion,45,4-Acid Digestion,,,9970,4-Acid Digestion,,,,,,,371000,4-Acid Digestion,,,,,,,,,,,,,,,0.046,NiS Fire Assay,8700,4-Acid Digestion,,,,,,,2800,4-Acid Digestion,595,4-Acid Digestion,,,5800,4-Acid Digestion,,,,,,,550,4-Acid Digestion,,,0.149,Pb/NiS Fire Assay,,,0.099,Pb/NiS Fire Assay,,,,,0.06,NiS Fire Assay,0.108,NiS Fire Assay,228000,4-Acid Digestion,,,5.5,4-Acid Digestion,,,,,,,,,87,4-Acid Digestion,,,,,,,,,2473,4-Acid Digestion,,,,,,,,,,,,,,,81,4-Acid Digestion,44,4-Acid Digestion
OREAS0151a,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,0.043,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,1660,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,8560,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
