ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,URL,Ag(PPM),Ag(%),Ag Method,Al(PPM),Al(%),Al Method,As(PPM),As(%),As Method,Au(PPM),Au(%),Au Method,B(PPM),B(%),B Method,Ba(PPM),Ba(%),Ba Method,Be(PPM),Be(%),Be Method,Bi(PPM),Bi(%),Bi Method,Ca(PPM),Ca(%),Ca Method,Cd(PPM),Cd(%),Cd Method,Ce(PPM),Ce(%),Ce Method,Cl(PPM),Cl(%),Cl Method,Co(PPM),Co(%),Co Method,Cr(PPM),Cr(%),Cr Method,Cs(PPM),Cs(%),Cs Method,Cu(PPM),Cu(%),Cu Method,Dy(PPM),Dy(%),Dy Method,Er(PPM),Er(%),Er Method,Eu(PPM),Eu(%),Eu Method,Fe(PPM),Fe(%),Fe Method,Ga(PPM),Ga(%),Ga Method,Gd(PPM),Gd(%),Gd Method,Ge(PPM),Ge(%),Ge Method,Hf(PPM),Hf(%),Hf Method,Hg(PPM),Hg(%),Hg Method,Ho(PPM),Ho(%),Ho Method,In(PPM),In(%),In Method,Ir(PPM),Ir(%),Ir Method,K(PPM),K(%),K Method,La(PPM),La(%),La Method,Li(PPM),Li(%),Li Method,Lu(PPM),Lu(%),Lu Method,Mg(PPM),Mg(%),Mg Method,Mn(PPM),Mn(%),Mn Method,Mo(PPM),Mo(%),Mo Method,Na(PPM),Na(%),Na Method,Nb(PPM),Nb(%),Nb Method,Nd(PPM),Nd(%),Nd Method,Ni(PPM),Ni(%),Ni Method,P(PPM),P(%),P Method,Pb(PPM),Pb(%),Pb Method,Pd(PPM),Pd(%),Pd Method,Pr(PPM),Pr(%),Pr Method,Pt(PPM),Pt(%),Pt Method,Rb(PPM),Rb(%),Rb Method,Re(PPM),Re(%),Re Method,Rh(PPM),Rh(%),Rh Method,Ru(PPM),Ru(%),Ru Method,S(PPM),S(%),S Method,Sb(PPM),Sb(%),Sb Method,Sc(PPM),Sc(%),Sc Method,Se(PPM),Se(%),Se Method,Si(PPM),Si(%),Si Method,Sm(PPM),Sm(%),Sm Method,Sn(PPM),Sn(%),Sn Method,Sr(PPM),Sr(%),Sr Method,Ta(PPM),Ta(%),Ta Method,Tb(PPM),Tb(%),Tb Method,Te(PPM),Te(%),Te Method,Th(PPM),Th(%),Th Method,Ti(PPM),Ti(%),Ti Method,Tl(PPM),Tl(%),Tl Method,Tm(PPM),Tm(%),Tm Method,U(PPM),U(%),U Method,V(PPM),V(%),V Method,W(PPM),W(%),W Method,Y(PPM),Y(%),Y Method,Yb(PPM),Yb(%),Yb Method,Zn(PPM),Zn(%),Zn Method,Zr(PPM),Zr(%),Zr Method
OREAS0110,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,no,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-110/,10.0 INDICATIVE,0.001 INDICATIVE,Peroxide Fusion ICP,,,,103.0,0.0103,4-Acid Digestion,,,,,,,,,,,,,,,,,,,0.5 INDICATIVE,5e-05 INDICATIVE,4-Acid Digestion,,,,,,,24.000000,0.002400,4-Acid Digestion,,,,,,,1620.000000,0.162000,4-Acid Digestion,,,,,,,,,,251000.000000,25.100000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2,0.00362,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.00152,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.000000,0.007200,4-Acid Digestion,,,
OREAS0111,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,no,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-111/,20.0 INDICATIVE,0.002 INDICATIVE,Peroxide Fusion ICP,,,,215.0,0.0215,4-Acid Digestion,,,,,,,,,,,,,,,,,,,12.0,0.0012,4-Acid Digestion,,,,,,,452.000000,0.045200,4-Acid Digestion,,,,,,,23700.000000,2.370000,4-Acid Digestion,,,,,,,,,,352000.000000,35.200000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,0.0377,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0018,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196.000000,0.419600,4-Acid Digestion,,,
OREAS0111b,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,no,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-111b/,20.0 INDICATIVE,0.002 INDICATIVE,Peroxide Fusion ICP,,,,220.0,0.022,4-Acid Digestion,,,,,,,,,,,,,,,,,,,14.3,0.00143,4-Acid Digestion,,,,,,,490.000000,0.049000,4-Acid Digestion,,,,,,,24700.000000,2.470000,4-Acid Digestion,,,,,,,,,,361000.000000,36.100000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,0.0393,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0021,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334.000000,0.433400,4-Acid Digestion,,,
OREAS0112,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,no,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-112/,17.0,0.0017,Peroxide Fusion ICP,,,,222.0,0.0222,4-Acid Digestion,,,,,,,,,,,,,,,,,,,14.6,0.00146,4-Acid Digestion,,,,,,,551.000000,0.055100,4-Acid Digestion,,,,,,,51000.000000,5.100000,4-Acid Digestion,,,,,,,,,,341000.000000,34.100000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,0.036,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0016,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351.000000,0.435100,4-Acid Digestion,,,
OREAS0113,Cu ore,primary,massive sulphide,volcanic hosted massive sulphide,no,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-113/,25.0,0.0025,Peroxide Fusion ICP,,,,234.0,0.0234,4-Acid Digestion,,,,,,,,,,,,,,,,,,,15.5,0.00155,4-Acid Digestion,,,,,,,766.000000,0.076600,4-Acid Digestion,,,,,,,135000.000000,13.500000,4-Acid Digestion,,,,,,,,,,282000.000000,28.200000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,0.023,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0008,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178.000000,0.417800,4-Acid Digestion,,,
OREAS0120,U ore,oxide,sandstone/ sediments,sedimentary and hydrothermal,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-120/,,,,46300.000000,4.630000,4-Acid Digestion,,,,,,,,,,983.000000,0.098300,4-Acid Digestion,1.5,0.00015,4-Acid Digestion,,,,620.000000,0.062000,4-Acid Digestion,,,,44.500000,0.004450,4-Acid Digestion,,,,4.220000,0.000422,4-Acid Digestion,32.7,0.00327,4-Acid Digestion,0.74,7.4e-05,4-Acid Digestion,,,,2.29,0.000229,4-Acid Digestion,,,,1.11,0.000111,4-Acid Digestion,15700.000000,1.570000,4-Acid Digestion,11.000000,0.001100,4-Acid Digestion,3.04,0.000304,Borate / Peroxide Fusion ICP,,,,1.5,0.00015,4-Acid Digestion,,,,0.48,4.8e-05,Borate / Peroxide Fusion ICP,0.014,1.4e-06,4-Acid Digestion,,,,25900.0,2.59,4-Acid Digestion,20.3,0.00203,4-Acid Digestion,4.82,0.000482,4-Acid Digestion,0.21,2.1e-05,Borate / Peroxide Fusion ICP,2310.0,0.231,4-Acid Digestion,780.000000,0.078000,4-Acid Digestion,6.97,0.000697,4-Acid Digestion,2340.0,0.234,4-Acid Digestion,7.7,0.00077,4-Acid Digestion,19.100000,0.001910,Borate / Peroxide Fusion ICP,,,,120.0,0.012,4-Acid Digestion,17.5,0.00175,4-Acid Digestion,,,,5.01,0.000501,Borate / Peroxide Fusion ICP,,,,87.000000,0.008700,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,2.73,0.000273,4-Acid Digestion,,,,382642.226000,38.264223,Borate Fusion XRF,3.74,0.000374,Borate / Peroxide Fusion ICP,0.67,6.7e-05,4-Acid Digestion,124.0,0.0124,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,0.43,4.3e-05,4-Acid Digestion,,,,5.57,0.000557,4-Acid Digestion,2380.0,0.238,4-Acid Digestion,0.43,4.3e-05,4-Acid Digestion,0.2,2e-05,Borate / Peroxide Fusion ICP,39.6,0.00396,4-Acid Digestion,,,,,,,10.100000,0.001010,4-Acid Digestion,1.03,0.000103,4-Acid Digestion,13.100000,0.001310,4-Acid Digestion,255.0,0.0255,Borate / Peroxide Fusion ICP
OREAS0121,U ore,oxide,sandstone/ sediments,sedimentary and hydrothermal,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-121/,,,,45900.000000,4.590000,4-Acid Digestion,,,,,,,,,,1009.000000,0.100900,4-Acid Digestion,1.55,0.000155,4-Acid Digestion,,,,770.000000,0.077000,4-Acid Digestion,,,,44.700000,0.004470,4-Acid Digestion,,,,4.360000,0.000436,4-Acid Digestion,34.7,0.00347,4-Acid Digestion,0.75,7.5e-05,4-Acid Digestion,,,,2.32,0.000232,4-Acid Digestion,1.37,0.000137,Borate / Peroxide Fusion ICP,1.11,0.000111,4-Acid Digestion,15900.000000,1.590000,4-Acid Digestion,11.100000,0.001110,4-Acid Digestion,3.07,0.000307,Borate / Peroxide Fusion ICP,,,,1.52,0.000152,4-Acid Digestion,,,,0.49,4.9e-05,Borate / Peroxide Fusion ICP,,,,,,,25700.0,2.57,4-Acid Digestion,20.6,0.00206,4-Acid Digestion,4.79,0.000479,4-Acid Digestion,0.21,2.1e-05,Borate / Peroxide Fusion ICP,2400.0,0.24,4-Acid Digestion,780.000000,0.078000,4-Acid Digestion,7.43,0.000743,4-Acid Digestion,2390.0,0.239,4-Acid Digestion,7.77,0.000777,4-Acid Digestion,19.100000,0.001910,Borate / Peroxide Fusion ICP,,,,140.0,0.014,4-Acid Digestion,17.4,0.00174,4-Acid Digestion,,,,,,,,,,86.000000,0.008600,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,0.068,6.8e-06,4-Acid Digestion,2.92,0.000292,4-Acid Digestion,,,,380772.486000,38.077249,Borate Fusion XRF,3.68,0.000368,Borate / Peroxide Fusion ICP,0.67,6.7e-05,4-Acid Digestion,130.0,0.013,4-Acid Digestion,0.53,5.3e-05,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,,,,5.57,0.000557,4-Acid Digestion,2430.0,0.243,4-Acid Digestion,0.43,4.3e-05,4-Acid Digestion,0.2,2e-05,Borate / Peroxide Fusion ICP,206.0,0.0206,4-Acid Digestion,,,,0.39,3.9e-05,4-Acid Digestion,10.500000,0.001050,4-Acid Digestion,1.07,0.000107,4-Acid Digestion,13.100000,0.001310,4-Acid Digestion,261.0,0.0261,Borate / Peroxide Fusion ICP
OREAS0122,U ore,oxide,sandstone/ sediments,sedimentary and hydrothermal,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-122/,,,,46300.000000,4.630000,4-Acid Digestion,,,,,,,,,,1000.000000,0.100000,4-Acid Digestion,1.63,0.000163,4-Acid Digestion,,,,920.000000,0.092000,4-Acid Digestion,,,,45.300000,0.004530,4-Acid Digestion,,,,4.360000,0.000436,4-Acid Digestion,,,,0.75,7.5e-05,4-Acid Digestion,3.380000,0.000338,4-Acid Digestion,2.44,0.000244,4-Acid Digestion,1.39,0.000139,Borate / Peroxide Fusion ICP,1.13,0.000113,4-Acid Digestion,16100.000000,1.610000,4-Acid Digestion,10.800000,0.001080,4-Acid Digestion,3.1,0.00031,Borate / Peroxide Fusion ICP,,,,1.46,0.000146,4-Acid Digestion,,,,0.5,5e-05,Borate / Peroxide Fusion ICP,0.014,1.4e-06,4-Acid Digestion,,,,26000.0,2.6,4-Acid Digestion,20.4,0.00204,4-Acid Digestion,4.79,0.000479,4-Acid Digestion,0.23,2.3e-05,Borate / Peroxide Fusion ICP,2470.0,0.247,4-Acid Digestion,770.000000,0.077000,Borate / Peroxide Fusion ICP,7.45,0.000745,4-Acid Digestion,2440.0,0.244,4-Acid Digestion,7.76,0.000776,4-Acid Digestion,19.300000,0.001930,Borate / Peroxide Fusion ICP,,,,170.0,0.017,4-Acid Digestion,17.6,0.00176,4-Acid Digestion,,,,5.06,0.000506,Borate / Peroxide Fusion ICP,,,,87.000000,0.008700,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,2.96,0.000296,4-Acid Digestion,,,,381987.817000,38.198782,Borate Fusion XRF,3.74,0.000374,Borate / Peroxide Fusion ICP,0.68,6.8e-05,4-Acid Digestion,139.0,0.0139,4-Acid Digestion,0.53,5.3e-05,4-Acid Digestion,0.42,4.2e-05,4-Acid Digestion,,,,5.5,0.00055,4-Acid Digestion,2470.0,0.247,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,0.2,2e-05,Borate / Peroxide Fusion ICP,407.0,0.0407,4-Acid Digestion,23.9,0.00239,Borate / Peroxide Fusion ICP,,,,10.500000,0.001050,4-Acid Digestion,1.19,0.000119,4-Acid Digestion,13.500000,0.001350,4-Acid Digestion,46.1,0.00461,4-Acid Digestion
OREAS0123,U ore,oxide,sandstone/ sediments,sedimentary and hydrothermal,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-123/,,,,45700.000000,4.570000,4-Acid Digestion,5.19,0.000519,4-Acid Digestion,,,,,,,1015.000000,0.101500,4-Acid Digestion,1.74,0.000174,4-Acid Digestion,,,,1010.000000,0.101000,4-Acid Digestion,,,,46.000000,0.004600,4-Acid Digestion,,,,4.490000,0.000449,4-Acid Digestion,37.2,0.00372,4-Acid Digestion,0.76,7.6e-05,4-Acid Digestion,,,,2.45,0.000245,4-Acid Digestion,1.45,0.000145,Borate / Peroxide Fusion ICP,1.09,0.000109,Borate / Peroxide Fusion ICP,16000.000000,1.600000,4-Acid Digestion,10.900000,0.001090,4-Acid Digestion,3.13,0.000313,Borate / Peroxide Fusion ICP,,,,1.53,0.000153,4-Acid Digestion,,,,0.51,5.1e-05,Borate / Peroxide Fusion ICP,0.014,1.4e-06,4-Acid Digestion,,,,25800.0,2.58,4-Acid Digestion,20.7,0.00207,4-Acid Digestion,4.66,0.000466,4-Acid Digestion,0.24,2.4e-05,Borate / Peroxide Fusion ICP,2440.0,0.244,4-Acid Digestion,750.000000,0.075000,4-Acid Digestion,7.44,0.000744,4-Acid Digestion,2450.0,0.245,4-Acid Digestion,7.67,0.000767,4-Acid Digestion,19.500000,0.001950,Borate / Peroxide Fusion ICP,,,,220.0,0.022,4-Acid Digestion,18.3,0.00183,4-Acid Digestion,,,,5.15,0.000515,Borate / Peroxide Fusion ICP,,,,87.000000,0.008700,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,0.085,8.5e-06,4-Acid Digestion,2.98,0.000298,4-Acid Digestion,,,,382315.022000,38.231502,Borate Fusion XRF,3.87,0.000387,Borate / Peroxide Fusion ICP,0.7,7e-05,4-Acid Digestion,154.0,0.0154,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,0.46,4.6e-05,4-Acid Digestion,,,,5.56,0.000556,4-Acid Digestion,2470.0,0.247,4-Acid Digestion,0.42,4.2e-05,4-Acid Digestion,0.21,2.1e-05,Borate / Peroxide Fusion ICP,825.0,0.0825,4-Acid Digestion,24.2,0.00242,Borate / Peroxide Fusion ICP,0.52,5.2e-05,4-Acid Digestion,11.000000,0.001100,4-Acid Digestion,1.17,0.000117,4-Acid Digestion,13.800000,0.001380,4-Acid Digestion,47.5,0.00475,4-Acid Digestion
OREAS0124,U ore,oxide,sandstone/ sediments,sedimentary and hydrothermal,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-124/,,,,46100.000000,4.610000,4-Acid Digestion,,,,,,,,,,1046.000000,0.104600,4-Acid Digestion,1.94,0.000194,4-Acid Digestion,,,,890.000000,0.089000,4-Acid Digestion,,,,48.900000,0.004890,4-Acid Digestion,,,,4.260000,0.000426,4-Acid Digestion,37.5,0.00375,4-Acid Digestion,0.78,7.8e-05,4-Acid Digestion,,,,2.71,0.000271,4-Acid Digestion,1.6,0.00016,Borate / Peroxide Fusion ICP,1.23,0.000123,4-Acid Digestion,15700.000000,1.570000,4-Acid Digestion,11.200000,0.001120,4-Acid Digestion,3.47,0.000347,Borate / Peroxide Fusion ICP,,,,1.56,0.000156,4-Acid Digestion,,,,0.58,5.8e-05,Borate / Peroxide Fusion ICP,0.014,1.4e-06,4-Acid Digestion,,,,25600.0,2.56,4-Acid Digestion,21.4,0.00214,4-Acid Digestion,4.61,0.000461,4-Acid Digestion,0.26,2.6e-05,Borate / Peroxide Fusion ICP,2210.0,0.221,4-Acid Digestion,690.000000,0.069000,4-Acid Digestion,7.36,0.000736,4-Acid Digestion,2320.0,0.232,4-Acid Digestion,7.84,0.000784,4-Acid Digestion,20.800000,0.002080,Borate / Peroxide Fusion ICP,,,,320.0,0.032,4-Acid Digestion,20.2,0.00202,4-Acid Digestion,,,,5.39,0.000539,Borate / Peroxide Fusion ICP,,,,86.000000,0.008600,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,0.083,8.3e-06,4-Acid Digestion,3.01,0.000301,4-Acid Digestion,,,,381052.947000,38.105295,Borate Fusion XRF,4.21,0.000421,Borate / Peroxide Fusion ICP,0.71,7.1e-05,4-Acid Digestion,188.0,0.0188,4-Acid Digestion,0.56,5.6e-05,4-Acid Digestion,0.5,5e-05,4-Acid Digestion,,,,5.79,0.000579,4-Acid Digestion,2520.0,0.252,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,0.22,2.2e-05,Borate / Peroxide Fusion ICP,1779.0,0.1779,4-Acid Digestion,23.3,0.00233,Borate / Peroxide Fusion ICP,0.71,7.1e-05,4-Acid Digestion,12.100000,0.001210,4-Acid Digestion,1.63,0.000163,Borate / Peroxide Fusion ICP,14.300000,0.001430,4-Acid Digestion,49.8,0.00498,4-Acid Digestion
OREAS0012a,"Au >1 ppm, Au only",primary,metasediment/basalt,orogenic lode gold,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-12a/,,,,,,,,,,11.79,0.001179,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0130,Zn-Pb-Ag sulphide ore,primary,sulphidic graphitic slate,SEDEX,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-130/,6.27,0.000627,Aqua Regia Digestion,54200.000000,5.420000,4-Acid Digestion,206.0,0.0206,4-Acid Digestion,,,,,,,4130.000000,0.413000,Peroxide Fusion ICP,2.8,0.00028,4-Acid Digestion,3.11,0.000311,4-Acid Digestion,18400.000000,1.840000,4-Acid Digestion,29.6,0.00296,4-Acid Digestion,58.000000,0.005800,4-Acid Digestion,,,,28.600000,0.002860,4-Acid Digestion,47.6,0.00476,4-Acid Digestion,6.46,0.000646,4-Acid Digestion,227.000000,0.022700,4-Acid Digestion,3.63,0.000363,4-Acid Digestion,2.14,0.000214,4-Acid Digestion,0.89,8.9e-05,4-Acid Digestion,73900.000000,7.390000,4-Acid Digestion,14.000000,0.001400,4-Acid Digestion,4.44,0.000444,4-Acid Digestion,,,,3.29,0.000329,4-Acid Digestion,0.67,6.7e-05,Aqua Regia Digestion,0.74,7.4e-05,4-Acid Digestion,0.21,2.1e-05,4-Acid Digestion,,,,49600.0,4.96,Peroxide Fusion ICP,26.9,0.00269,4-Acid Digestion,50.0,0.005,4-Acid Digestion,0.31,3.1e-05,4-Acid Digestion,10900.0,1.09,4-Acid Digestion,1880.000000,0.188000,4-Acid Digestion,8.65,0.000865,4-Acid Digestion,1930.0,0.193,4-Acid Digestion,6.81,0.000681,4-Acid Digestion,27.600000,0.002760,4-Acid Digestion,35.2,0.00352,Aqua Regia Digestion,870.0,0.087,4-Acid Digestion,1300.0,0.13,4-Acid Digestion,,,,7.18,0.000718,4-Acid Digestion,,,,240.000000,0.024000,Peroxide Fusion ICP,,,,,,,,,,59400.0,5.94,4-Acid Digestion,5.81,0.000581,4-Acid Digestion,8.64,0.000864,4-Acid Digestion,,,,260600.000000,26.060000,Peroxide Fusion ICP,5.06,0.000506,Peroxide Fusion ICP,1.42,0.000142,4-Acid Digestion,158.0,0.0158,4-Acid Digestion,,,,0.63,6.3e-05,4-Acid Digestion,0.17,1.7e-05,Aqua Regia Digestion,10.1,0.00101,4-Acid Digestion,1770.0,0.177,4-Acid Digestion,35.4,0.00354,4-Acid Digestion,0.3,3e-05,4-Acid Digestion,9.98,0.000998,4-Acid Digestion,33.1,0.00331,Aqua Regia Digestion,2.81,0.000281,4-Acid Digestion,19.600000,0.001960,4-Acid Digestion,2.04,0.000204,4-Acid Digestion,17100.000000,1.710000,4-Acid Digestion,,,
OREAS0131a,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-131a/,29.5,0.00295,Aqua Regia Digestion,46309.436000,4.630944,4-Acid Digestion,82.0,0.0082,4-Acid Digestion,,,,,,,728.000000,0.072800,4-Acid Digestion,,,,,,,54102.091000,5.410209,4-Acid Digestion,81.0,0.0081,4-Acid Digestion,,,,,,,23.100000,0.002310,4-Acid Digestion,,,,,,,322.000000,0.032200,4-Acid Digestion,,,,,,,,,,58800.000000,5.880000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31176.956,3.1176956,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,17200.0,1.72,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,48000.0,4.8,4-Acid Digestion,47.0,0.0047,4-Acid Digestion,,,,,,,208522.718000,20.852272,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28300.000000,2.830000,4-Acid Digestion,,,
OREAS0131b,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-131b/,32.1,0.00321,Aqua Regia Digestion,46256.511000,4.625651,4-Acid Digestion,82.0,0.0082,4-Acid Digestion,,,,,,,795.000000,0.079500,Borate / Peroxide Fusion ICP,,,,,,,53673.277000,5.367328,4-Acid Digestion,89.0,0.0089,4-Acid Digestion,,,,,,,18.800000,0.001880,4-Acid Digestion,,,,,,,216.000000,0.021600,4-Acid Digestion,,,,,,,,,,57100.000000,5.710000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31056.349,3.1056349,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,18800.0,1.88,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,49200.0,4.92,4-Acid Digestion,50.0,0.005,4-Acid Digestion,,,,,,,206652.978000,20.665298,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400.000000,3.040000,4-Acid Digestion,,,
OREAS0132a,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-132a/,55.6,0.00556,Aqua Regia Digestion,41387.405000,4.138740,4-Acid Digestion,146.0,0.0146,4-Acid Digestion,,,,,,,882.000000,0.088200,Borate / Peroxide Fusion ICP,,,,,,,49242.194000,4.924219,4-Acid Digestion,155.0,0.0155,4-Acid Digestion,,,,,,,42.600000,0.004260,4-Acid Digestion,,,,,,,461.000000,0.046100,4-Acid Digestion,,,,,,,,,,77300.000000,7.730000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28704.509,2.8704509,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,36400.0,3.64,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,79300.0,7.93,4-Acid Digestion,40.6,0.00406,Aqua Regia Digestion,,,,,,,179261.292000,17.926129,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49800.000000,4.980000,4-Acid Digestion,,,
OREAS0132b,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-132b/,60.3,0.00603,Aqua Regia Digestion,40434.753000,4.043475,4-Acid Digestion,149.0,0.0149,4-Acid Digestion,,,,,,,890.000000,0.089000,Borate / Peroxide Fusion ICP,,,,,,,49313.663000,4.931366,4-Acid Digestion,165.0,0.0165,4-Acid Digestion,,,,,,,44.100000,0.004410,4-Acid Digestion,,,,,,,477.000000,0.047700,4-Acid Digestion,,,,,,,,,,77100.000000,7.710000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28704.509,2.8704509,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,38600.0,3.86,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,83400.0,8.34,4-Acid Digestion,53.0,0.0053,4-Acid Digestion,,,,,,,178139.448000,17.813945,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52500.000000,5.250000,4-Acid Digestion,,,
OREAS0133a,Zn-Pb-Ag sulphide ore,primary,carbonate siltstone,SEDEX,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-133a/,96.9,0.00969,Aqua Regia Digestion,37629.725000,3.762973,4-Acid Digestion,139.0,0.0139,4-Acid Digestion,,,,,,,785.000000,0.078500,Borate / Peroxide Fusion ICP,,,,,,,39307.992000,3.930799,4-Acid Digestion,296.0,0.0296,4-Acid Digestion,,,,,,,23.900000,0.002390,4-Acid Digestion,,,,,,,323.000000,0.032300,4-Acid Digestion,,,,,,,,,,81000.000000,8.100000,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22915.364,2.2915364,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,49000.0,4.9,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,111300.0,11.13,4-Acid Digestion,171.0,0.0171,4-Acid Digestion,,,,,,,160610.639000,16.061064,Borate / Peroxide Fusion ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108700.000000,10.870000,4-Acid Digestion,,,
